派案單號,案件序號,案件來源,專案名稱,業者名稱,業者主業別,業者次業別,行政區,地址,地址備註,稽查日期,表單名稱,稽查結果代碼,稽查結果,FORM_LOG_ID,最後更新日期,CR_DATETIME,UP_DATETIME
A106091800472,1,民眾檢舉,,無市招工廠,地下工廠,烘焙食品,淡水區,民族路110巷36弄9號,,20170920,食品現場稽查紀錄表(GHP),B1,不合格,A106091800472-00001-1-GHP,05:49.8,24:27.6,NULL
A106091800472,2,民眾檢舉,,無市招工廠,地下工廠,烘焙食品,淡水區,民族路110巷36弄9號,,20171012,食品現場稽查紀錄表(GHP),A2,複查合格,A106091800472-00002-1-GHP,05:50.2,24:27.6,NULL
A106091800473,1,民眾檢舉,,瑞麟美而美懷德店,餐飲業,其他,板橋區,懷德街181巷11號,,20170920,食品現場稽查紀錄表(GHP),B1,不合格,A106091800473-00001-1-GHP,14:21.6,24:27.6,NULL
A106091800473,2,民眾檢舉,,瑞麟美而美懷德店,餐飲業,其他,板橋區,懷德街181巷11號,,20170929,食品現場稽查紀錄表(GHP),A2,複查合格,A106091800473-00002-1-GHP,13:26.7,24:27.6,NULL
A106091800478,1,調查及追蹤,,清和餐廳(余氏小吃),餐飲業,一般餐廳,三重區,捷運路67號1樓,,20170918,食品現場稽查紀錄表(GHP),B1,不合格,A106091800478-00001-1-GHP,15:24.2,24:27.6,NULL
A106091800478,4,調查及追蹤,,清和小吃,餐飲業,一般餐廳,三重區,捷運路67號1樓,,20170928,食品現場稽查紀錄表(GHP),A2,複查合格,A106091800478-00004-1-GHP,15:24.5,24:27.6,NULL
A106091800486,1,民眾檢舉,,三角湧黃記手工古早丸,食品販賣業,市場攤販,三峽區,民權街23號,,20170920,食品現場稽查紀錄表(GHP),A3,輔導改善,A106091800486-00001-1-GHP,17:33.4,24:27.6,NULL
A106091800493,1,民眾檢舉,,魔法咖哩淡水店,餐飲業,一般餐廳,淡水區,中山路8號8樓,,20170919,食品現場稽查紀錄表(GHP),A3,輔導改善,A106091800493-00001-1-GHP,14:54.4,24:27.6,NULL
A106091800497,1,其他,,林口中山路夜市-淑姐大刈包,餐飲業,夜市,林口區,中正路206號,206號旁夜市,20170920,食品現場稽查紀錄表(GHP),A3,輔導改善,A106091800497-00001-1-GHP,14:54.8,24:27.6,NULL
A106091800497,2,其他,,林口中山路夜市-蔡媽媽麻油雞飯,餐飲業,夜市,林口區,中正路206號,206號旁夜市,20170920,食品現場稽查紀錄表(GHP),A3,輔導改善,A106091800497-00002-1-GHP,14:55.2,24:27.6,NULL
A106091800497,3,其他,,林口中山路夜市-泰城,餐飲業,夜市,林口區,中正路206號,206號旁,20170920,食品現場稽查紀錄表(GHP),A3,輔導改善,A106091800497-00003-1-GHP,14:55.5,24:27.6,NULL
A106091800497,4,其他,,林口中山路夜市-石板烤肉,餐飲業,夜市,林口區,中正路206號,206號旁夜市,20170920,食品現場稽查紀錄表(GHP),A3,輔導改善,A106091800497-00004-1-GHP,14:55.9,24:27.6,NULL
A106091800497,5,其他,,林口中山路夜市-城門雞蛋糕,餐飲業,夜市,林口區,中正路206號,206號旁夜市,20170920,食品現場稽查紀錄表(GHP),A3,輔導改善,A106091800497-00005-1-GHP,14:56.2,24:27.6,NULL
A106091800497,6,其他,,林口中山路夜市-宏佳寶胡椒餅,餐飲業,夜市,林口區,中正路206號,206號旁夜市,20170920,食品現場稽查紀錄表(GHP),A3,輔導改善,A106091800497-00006-1-GHP,14:56.6,24:27.6,NULL
A106091800497,7,其他,,林口中山路夜市-101牛排,餐飲業,夜市,林口區,中正路206號,206號旁夜市,20170920,食品現場稽查紀錄表(GHP),A3,輔導改善,A106091800497-00007-1-GHP,14:56.9,24:27.6,NULL
A106091800497,8,其他,,林口中山路夜市-大塊牛排,餐飲業,夜市,林口區,中正路206號,206號旁夜市,20170920,食品現場稽查紀錄表(GHP),A3,輔導改善,A106091800497-00008-1-GHP,14:57.3,24:27.6,NULL
A106091800497,10,其他,,黑嚕嚕粉圓,餐飲業,夜市,泰山區,新北大道6段100號,,20170923,食品現場稽查紀錄表(GHP),A3,輔導改善,A106091800497-00010-1-GHP,14:57.7,24:27.6,NULL
A106091800497,12,其他,,璨燒平價居酒屋,餐飲業,夜市,泰山區,新北大道6段100號,,20170923,食品現場稽查紀錄表(GHP),A3,輔導改善,A106091800497-00012-1-GHP,14:57.9,24:27.6,NULL
A106091800497,13,其他,,深坑臭豆腐,餐飲業,夜市,泰山區,新北大道6段100號,,20170923,食品現場稽查紀錄表(GHP),A3,輔導改善,A106091800497-00013-1-GHP,14:58.2,24:27.6,NULL
A106091800497,14,其他,,日船章魚小丸子,餐飲業,夜市,泰山區,新北大道6段100號,,20170923,食品現場稽查紀錄表(GHP),A3,輔導改善,A106091800497-00014-1-GHP,14:58.6,24:27.6,NULL
A106091800497,16,其他,,現烤生蠔,餐飲業,夜市,泰山區,新北大道6段100號,,20170923,食品現場稽查紀錄表(GHP),A3,輔導改善,A106091800497-00016-1-GHP,14:58.9,24:27.6,NULL
A106091800497,17,其他,,豬血幫,餐飲業,夜市,淡水區,水源街1段82號,門前攤商,20170925,食品現場稽查紀錄表(GHP),A3,輔導改善,A106091800497-00017-1-GHP,14:07.9,24:27.6,NULL
A106091800497,18,其他,,關東煮,餐飲業,夜市,淡水區,英專路62號,門前攤商,20170925,食品現場稽查紀錄表(GHP),A3,輔導改善,A106091800497-00018-1-GHP,14:08.2,24:27.6,NULL
A106091800497,19,其他,,烤玉米,餐飲業,夜市,淡水區,英專路42號,門前攤商,20170925,食品現場稽查紀錄表(GHP),A3,輔導改善,A106091800497-00019-1-GHP,14:08.5,24:27.6,NULL
A106091800500,1,配合經發局稽查,,艾酷奇食品股份有限公司,食品工廠,烘焙食品,新店區,寶興路45巷8弄4號,4、6號,20170928,食品現場稽查紀錄表(GHP),B1,不合格,A106091800500-00001-1-GHP,16:12.6,24:27.6,NULL
A106091800500,2,配合經發局稽查,,艾酷奇食品股份有限公司,食品工廠,烘焙食品,新店區,寶興路45巷8弄4號,4、6號,20171002,食品現場稽查紀錄表(GHP),A2,複查合格,A106091800500-00002-1-GHP,13:55.1,24:27.6,NULL
A106091800510,1,民眾檢舉,,紅粟餐廳,餐飲業,一般餐廳,新店區,溪園路259號,,20170920,食品現場稽查紀錄表(GHP),A3,輔導改善,A106091800510-00001-1-GHP,17:33.8,24:27.6,NULL
A106091800511,1,民眾檢舉,,無市招(現煮鮮魚湯),餐飲業,一般餐廳,土城區,金城路2段10號,,20170921,食品現場稽查紀錄表(GHP),B1,不合格,A106091800511-00001-1-GHP,15:04.8,24:27.6,NULL
A106091800511,2,民眾檢舉,,無市招(現煮鮮魚湯),餐飲業,一般餐廳,土城區,金城路2段10號,,20171006,食品現場稽查紀錄表(GHP),A2,複查合格,A106091800511-00002-1-GHP,13:55.4,24:27.6,NULL
A106091800512,1,民眾檢舉,,拿坡里,餐飲業,速食業,汐止區,大同路2巷411號,411.413號,20170920,食品現場稽查紀錄表(GHP),A3,輔導改善,A106091800512-00001-1-GHP,17:34.2,24:27.6,NULL
A106091800520,1,調查及追蹤,,鴻福食品工廠有限公司,食品工廠,烘焙食品,板橋區,金門街369巷65號,,20170921,食品現場稽查紀錄表(GHP),A3,輔導改善,A106091800520-00001-1-GHP,14:06.1,24:27.6,NULL
A106091800523,1,民眾檢舉,,家常牛肉麵,餐飲業,攤販業,三重區,文化北路130之1號,130-1旁,20170922,食品現場稽查紀錄表(GHP),A3,輔導改善,A106091800523-00001-1-GHP,17:35.0,24:27.6,NULL
A106091800525,1,民眾檢舉,,福力牛肉麵,餐飲業,其他,三重區,溪尾街236號,,20170919,食品現場稽查紀錄表(GHP),A3,輔導改善,A106091800525-00001-1-GHP,17:35.4,24:27.6,NULL
A106091800525,2,民眾檢舉,,溪尾牛肉麵,餐飲業,一般餐廳,三重區,溪尾街261號,,20170921,食品現場稽查紀錄表(GHP),A3,輔導改善,A106091800525-00002-1-GHP,17:35.8,24:27.6,NULL
A106091800527,1,民眾檢舉,,永和豆漿大王,餐飲業,一般餐廳,中和區,連城路3號,,20170922,食品現場稽查紀錄表(GHP),B1,不合格,A106091800527-00001-1-GHP,24:18.1,24:27.6,NULL
A106091800527,3,民眾檢舉,,永和豆漿大王,餐飲業,一般餐廳,中和區,連城路3號,,20171016,食品現場稽查紀錄表(GHP),B2,複查不合格,A106091800527-00003-1-GHP,16:40.1,24:27.6,NULL
A106091800528,1,調查及追蹤,,土城看守所,餐飲業,其他,土城區,立德路2號,,20170919,食品現場稽查紀錄表(GHP),B1,不合格,A106091800528-00001-1-GHP,14:22.4,24:27.6,NULL
A106091800528,4,調查及追蹤,,土城看守所,餐飲業,其他,土城區,立德路2號,,20170922,食品現場稽查紀錄表(GHP),A2,複查合格,A106091800528-00004-1-GHP,13:56.1,24:27.6,NULL
A106091900539,1,其他,,溢香蔥油餅(中和和平街黃昏市場),餐飲業,其他,中和區,和平街110號,,20170930,食品現場稽查紀錄表(GHP),A3,輔導改善,A106091900539-00001-1-GHP,14:09.3,24:27.6,NULL
A106091900539,2,其他,,熊弟弟客家麻糬(中和和平街黃昏市場),餐飲業,其他,中和區,和平街94號,前攤商,20170930,食品現場稽查紀錄表(GHP),A3,輔導改善,A106091900539-00002-1-GHP,14:09.6,24:27.6,NULL
A106091900539,3,其他,,無市招攤鵝肉(中和和平街黃昏市場),餐飲業,其他,中和區,和平街97之6號,前,20170930,食品現場稽查紀錄表(GHP),A3,輔導改善,A106091900539-00003-1-GHP,14:10.0,24:27.6,NULL
A106091900539,4,其他,,四維市場-劉家薑汁豆花,餐飲業,其他,新莊區,四維路101號,101號前,20171002,食品現場稽查紀錄表(GHP),A3,輔導改善,A106091900539-00004-1-GHP,14:10.3,24:27.6,NULL
A106091900539,5,其他,,四維市場-麻油雞,餐飲業,其他,新莊區,四維路103號,103號前,20171002,食品現場稽查紀錄表(GHP),A3,輔導改善,A106091900539-00005-1-GHP,14:10.6,24:27.6,NULL
A106091900539,6,其他,,四維市場-品味蚵仔麵線,餐飲業,其他,新莊區,四維路146號,146號前,20171002,食品現場稽查紀錄表(GHP),A3,輔導改善,A106091900539-00006-1-GHP,14:10.9,24:27.6,NULL
A106091900539,7,其他,,四維市場-銘師潤餅捲,餐飲業,其他,新莊區,四維路150巷,,20171002,食品現場稽查紀錄表(GHP),A3,輔導改善,A106091900539-00007-1-GHP,14:11.2,24:27.6,NULL
A106091900539,8,其他,,四維市場-無市招涼麵店,餐飲業,其他,新莊區,四維路121號,121號前,20171002,食品現場稽查紀錄表(GHP),A3,輔導改善,A106091900539-00008-1-GHP,14:11.5,24:27.6,NULL
A106091900555,1,民眾檢舉,,巨林美而美,餐飲業,一般餐廳,板橋區,文化路1段188巷7弄32號,,20170921,食品現場稽查紀錄表(GHP),A3,輔導改善,A106091900555-00001-1-GHP,15:01.5,24:27.6,NULL
A106091900556,1,民眾檢舉,,茴味豆腐料理,餐飲業,一般餐廳,深坑區,深坑街110號,,20170922,食品現場稽查紀錄表(GHP),A3,輔導改善,A106091900556-00001-1-GHP,05:52.2,24:27.6,NULL
A106091900558,1,民眾檢舉,,五和美食館,餐飲業,工廠機關膳食,蘆洲區,中正路275號1樓,,20170920,食品現場稽查紀錄表(GHP),B1,不合格,A106091900558-00001-1-GHP,13:27.3,24:27.6,NULL
A106091900558,2,民眾檢舉,,五和美食館,餐飲業,工廠機關膳食,蘆洲區,中正路275號1樓,,20171002,食品現場稽查紀錄表(GHP),B2,複查不合格,A106091900558-00002-1-GHP,13:21.8,24:27.6,NULL
A106091900561,1,民眾檢舉,,韓姜熙小廚房,餐飲業,一般餐廳,板橋區,縣民大道2段7號B1樓,環球板橋店,20170922,食品現場稽查紀錄表(GHP),A3,輔導改善,A106091900561-00001-1-GHP,17:36.1,24:27.6,NULL
A106091900562,1,民眾檢舉,,蚵仔之家,餐飲業,一般餐廳,板橋區,南雅東路79號,http://tour.ntpc.gov.tw/page.aspx?wtp=1&wnd=138&id,20170922,食品現場稽查紀錄表(GHP),A3,輔導改善,A106091900562-00001-1-GHP,17:36.6,24:27.6,NULL
A106092000570,1,調查及追蹤,,逸馨園,餐飲業,一般餐廳,板橋區,南雅東路45號,,20170919,食品現場稽查紀錄表(GHP),B1,不合格,A106092000570-00001-1-GHP,14:22.7,24:27.6,NULL
A106092000570,2,調查及追蹤,,逸馨園,餐飲業,一般餐廳,板橋區,南雅東路45號,,20170927,食品現場稽查紀錄表(GHP),A2,複查合格,A106092000570-00002-1-GHP,14:38.3,24:27.6,NULL
A106092000576,1,民眾檢舉,,熊大創意料理,餐飲業,一般餐廳,樹林區,中山路2段160號,,20170921,食品現場稽查紀錄表(GHP),A3,輔導改善,A106092000576-00001-1-GHP,17:36.9,24:27.6,NULL
A106092000577,1,民眾檢舉,,好了啦紅茶冰,餐飲業,攤販業,新店區,北宜路2段233號,,20170922,食品現場稽查紀錄表(GHP),A3,輔導改善,A106092000577-00001-1-GHP,13:56.5,24:27.6,NULL
A106092000579,1,民眾檢舉,,珍功夫黑糖粉圓鮮奶店,餐飲業,飲料店業,新莊區,民安西路81巷21號,,20170922,食品現場稽查紀錄表(GHP),A3,輔導改善,A106092000579-00001-1-GHP,13:56.9,24:27.6,NULL
A106092000584,1,民眾檢舉,,愛弘早餐,餐飲業,其他,新莊區,建中街88號1樓,,20170921,食品現場稽查紀錄表(GHP),A3,輔導改善,A106092000584-00001-1-GHP,17:37.3,24:27.6,NULL
A106092000599,1,其他,,五福市場-三葉鹽滷豆花,食品販賣業,傳統市場,五股區,五福路7號,,20170930,食品現場稽查紀錄表(GHP),A3,輔導改善,A106092000599-00001-1-GHP,14:13.8,24:27.6,NULL
A106092000599,2,其他,,五福市場-良冠食品,餐飲業,其他,五股區,五福路7號,,20170930,食品現場稽查紀錄表(GHP),A3,輔導改善,A106092000599-00002-1-GHP,14:14.2,24:27.6,NULL
A106092000599,3,其他,,五福市場-豆菜麵,餐飲業,其他,五股區,五福路7號,,20170930,食品現場稽查紀錄表(GHP),A3,輔導改善,A106092000599-00003-1-GHP,14:14.5,24:27.6,NULL
A106092000599,4,其他,,五福市場-涼麵,餐飲業,其他,五股區,五福路7號,,20170930,食品現場稽查紀錄表(GHP),A3,輔導改善,A106092000599-00004-1-GHP,14:14.8,24:27.6,NULL
A106092000599,5,其他,,五福市場-台南小吃,餐飲業,其他,五股區,五福路7號,,20170930,食品現場稽查紀錄表(GHP),A3,輔導改善,A106092000599-00005-1-GHP,14:15.2,24:27.6,NULL
A106092000599,6,其他,,五福臨時市場-蚵 嗲,餐飲業,其他,五股區,五福路2號,,20171030,食品現場稽查紀錄表(GHP),A3,輔導改善,A106092000599-00006-1-GHP,14:15.5,24:27.6,NULL
A106092000599,7,其他,,五福臨時市場-日式炸雞,餐飲業,其他,五股區,五福路2號,,20170930,食品現場稽查紀錄表(GHP),A3,輔導改善,A106092000599-00007-1-GHP,14:15.8,24:27.6,NULL
A106092000599,8,其他,,五福臨時市場-山豬肉香腸,餐飲業,其他,五股區,五福路2號,,20170930,食品現場稽查紀錄表(GHP),A3,輔導改善,A106092000599-00008-1-GHP,14:16.1,24:27.6,NULL
A106092000599,9,其他,,五福臨時市場-行天宮小菜,餐飲業,其他,五股區,五福路2號,,20170930,食品現場稽查紀錄表(GHP),A3,輔導改善,A106092000599-00009-1-GHP,14:16.4,24:27.6,NULL
A106092000599,10,其他,,五福臨時市場-雲林鵝肉,餐飲業,其他,五股區,五福路2號,,20170930,食品現場稽查紀錄表(GHP),A3,輔導改善,A106092000599-00010-1-GHP,14:16.8,24:27.6,NULL
A106092100632,1,民眾檢舉,,永青鐵板燒,餐飲業,一般餐廳,永和區,永貞路390號,,20170922,食品現場稽查紀錄表(GHP),A3,輔導改善,A106092100632-00001-1-GHP,17:37.8,24:27.6,NULL
A106092100633,1,民眾檢舉,,清水排骨麵,餐飲業,一般餐廳,三重區,正義南路28號,,20170925,食品現場稽查紀錄表(GHP),A3,輔導改善,A106092100633-00001-1-GHP,13:57.2,24:27.6,NULL
A106092100635,1,民眾檢舉,,車站腿庫飯,餐飲業,其他,蘆洲區,中正路136號1樓,,20170922,食品現場稽查紀錄表(GHP),B1,不合格,A106092100635-00001-1-GHP,14:17.1,24:27.6,NULL
A106092500693,3,調查及追蹤,,新北食品股份有限公司,食品工廠,餐盒食品,三重區,國道路1段59號,,20170927,食品現場稽查紀錄表(GHP),A2,複查合格,A106092500693-00003-1-GHP,14:22.4,24:27.6,NULL
A106092500700,1,民眾檢舉,,福霖食堂,餐飲業,自助餐飲業,板橋區,新民街27號,,20170928,食品現場稽查紀錄表(GHP),B1,不合格,A106092500700-00001-1-GHP,05:56.4,24:27.6,NULL
A106092500700,2,民眾檢舉,,福霖食堂,餐飲業,自助餐飲業,板橋區,新民街27號,,20171013,食品現場稽查紀錄表(GHP),A2,複查合格,A106092500700-00002-1-GHP,05:56.9,24:27.6,NULL
A106092500706,1,民眾檢舉,,桃園蚵仔之家,餐飲業,一般餐廳,土城區,青雲路295巷16弄36號,,20170929,食品現場稽查紀錄表(GHP),B1,不合格,A106092500706-00001-1-GHP,13:22.9,24:27.6,NULL
A106092500706,6,民眾檢舉,,桃園蚵仔之家,餐飲業,一般餐廳,土城區,青雲路295巷16弄36號,,20171016,食品現場稽查紀錄表(GHP),B2,複查不合格,A106092500706-00006-1-GHP,27:21.7,24:27.6,NULL
A106092500719,1,民眾檢舉,,綠峰渡假山莊,餐飲業,一般餐廳,金山區,三重橋22號,,20170926,食品現場稽查紀錄表(GHP),B1,不合格,A106092500719-00001-1-GHP,14:23.2,24:27.6,NULL
A106092500719,2,民眾檢舉,,綠峰渡假山莊,餐飲業,一般餐廳,金山區,三重橋22號,,20171011,食品現場稽查紀錄表(GHP),A2,複查合格,A106092500719-00002-1-GHP,14:04.0,24:27.6,NULL
A106092500725,1,配合經發局稽查,,懋軒生物科技有限公司,食品工廠,其他食品製造業,中和區,中正路2段405號4樓,B室,20170928,食品現場稽查紀錄表(GHP),B1,不合格,A106092500725-00001-1-GHP,14:41.9,24:27.6,NULL
A106092500725,2,配合經發局稽查,,懋軒生物科技有限公司,食品工廠,其他食品製造業,中和區,中正路2段405號4樓,B室,20171012,食品現場稽查紀錄表(GHP),A2,複查合格,A106092500725-00002-1-GHP,13:58.3,24:27.6,NULL
A106092500726,1,配合經發局稽查,,橘焱國際事業股份有限公司,食品工廠,肉及加工品,新店區,中正路四維巷2巷5號2樓,,20171012,食品現場稽查紀錄表(GHP),B1,不合格,A106092500726-00001-1-GHP,14:01.6,24:27.6,NULL
A106092500726,2,配合經發局稽查,,橘焱國際事業股份有限公司,食品工廠,肉及加工品,新店區,中正路四維巷2巷5號2樓,,20171024,食品現場稽查紀錄表(GHP),A2,複查合格,A106092500726-00002-1-GHP,14:13.2,24:27.6,NULL
A106092500736,1,民眾檢舉,,好香西點麵包,其他一般食品製造業,烘焙食品,三重區,五谷王北街20巷15弄1號1樓,,20170926,食品現場稽查紀錄表(GHP),A3,輔導改善,A106092500736-00001-1-GHP,13:58.6,24:27.6,NULL
A106092500738,1,其他,,那米哥宴會廣場,餐飲業,宴席餐廳(20桌以上),汐止區,大同路3段611號,,20170927,食品現場稽查紀錄表(GHP),A3,輔導改善,A106092500738-00001-1-GHP,14:23.9,24:27.6,NULL
A106092500740,2,民眾檢舉,,全多麥早餐店,餐飲業,其他,新莊區,中港路445號1樓,,20170928,食品現場稽查紀錄表(GHP),B1,不合格,A106092500740-00002-1-GHP,14:24.2,24:27.6,NULL
A106090800194,17,其他,,紫米屋飯糰,餐飲業,一般餐廳,中和區,圓通路305巷1號,,20170927,食品現場稽查紀錄表(GHP),A3,輔導改善,A106090800194-00017-1-GHP,14:01.9,24:27.6,NULL
A106090800194,18,其他,,藍天小廚房,餐飲業,一般餐廳,中和區,錦和路177號1樓,,20170927,食品現場稽查紀錄表(GHP),A1,合格,A106090800194-00018-1-GHP,14:02.1,24:27.6,NULL
A106090800194,19,其他,,大頭魯肉飯(鵝肉麵),餐飲業,一般餐廳,中和區,錦和路203巷9號,,20170927,食品現場稽查紀錄表(GHP),A3,輔導改善,A106090800194-00019-1-GHP,14:02.4,24:27.6,NULL
A106090800194,20,其他,,茶太食堂,餐飲業,一般餐廳,中和區,圓通路272號,,20170921,食品現場稽查紀錄表(GHP),A3,輔導改善,A106090800194-00020-1-GHP,14:02.7,24:27.6,NULL
A106090800194,21,其他,,肉庚麵,餐飲業,一般餐廳,中和區,圓通路325之5號,,20170921,食品現場稽查紀錄表(GHP),A3,輔導改善,A106090800194-00021-1-GHP,14:03.0,24:27.6,NULL
A106090800194,22,其他,,大高福州乾拌麵,餐飲業,一般餐廳,中和區,圓通路311號,,20170921,食品現場稽查紀錄表(GHP),A3,輔導改善,A106090800194-00022-1-GHP,14:03.3,24:27.6,NULL
A106090800194,23,其他,,鱻味鍋燒麵,餐飲業,一般餐廳,中和區,圓通路262號,,20170921,食品現場稽查紀錄表(GHP),A3,輔導改善,A106090800194-00023-1-GHP,14:03.6,24:27.6,NULL
A106090800197,1,調查及追蹤,,錦園萬里蟹,餐飲業,一般餐廳,萬里區,港東路159號,,20170908,食品現場稽查紀錄表(GHP),B1,不合格,A106090800197-00001-1-GHP,14:15.4,24:27.6,NULL
A106090800197,2,調查及追蹤,,錦園萬里蟹,餐飲業,一般餐廳,萬里區,港東路159號,,20170918,食品現場稽查紀錄表(GHP),A2,複查合格,A106090800197-00002-1-GHP,15:17.1,24:27.6,NULL
A106090800200,2,民眾檢舉,,海口蔡肉羹,餐飲業,一般餐廳,林口區,文化二路1段96巷11號,,20170913,食品現場稽查紀錄表(GHP),B1,不合格,A106090800200-00002-1-GHP,15:17.5,24:27.6,NULL
A106090800200,3,民眾檢舉,,海口蔡肉羹,餐飲業,一般餐廳,林口區,文化二路1段96巷11號,,20170929,食品現場稽查紀錄表(GHP),B2,複查不合格,A106090800200-00003-1-GHP,14:44.8,24:27.6,NULL
A106090800203,1,民眾檢舉,,正宗肥仔茶餐廳,餐飲業,一般餐廳,林口區,文化三路1段621號,,20170911,食品現場稽查紀錄表(GHP),B1,不合格,A106090800203-00001-1-GHP,13:59.4,24:27.6,NULL
A106090800203,2,民眾檢舉,,正宗肥仔茶餐廳,餐飲業,一般餐廳,林口區,文化三路1段621號,,20170927,食品現場稽查紀錄表(GHP),A2,複查合格,A106090800203-00002-1-GHP,13:25.0,24:27.6,NULL
A106090800205,1,民眾檢舉,,生猛活海鮮,餐飲業,一般餐廳,板橋區,長江路2段108號1樓,,20170912,食品現場稽查紀錄表(GHP),B1,不合格,A106090800205-00001-1-GHP,13:59.7,24:27.6,NULL
A106090800205,2,民眾檢舉,,生猛活海鮮,餐飲業,一般餐廳,板橋區,長江路2段108號1樓,,20170927,食品現場稽查紀錄表(GHP),B2,複查不合格,A106090800205-00002-1-GHP,14:45.2,24:27.6,NULL
A106090800207,1,調查及追蹤,,走遍天下食品有限公司,食品工廠,休閒食品,瑞芳區,頂坪路139號,,20170915,食品現場稽查紀錄表(GHP),A3,輔導改善,A106090800207-00001-1-GHP,14:46.1,24:27.6,NULL
A106090800224,1,民眾檢舉,,牛頓牛排鐵板燒,餐飲業,一般餐廳,永和區,永平路46號,,20170914,食品現場稽查紀錄表(GHP),A3,輔導改善,A106090800224-00001-1-GHP,17:26.8,24:27.6,NULL
A106090800226,1,民眾檢舉,,波昂小鎮,餐飲業,一般餐廳,三重區,重新路4段184巷11之1號,,20170911,食品現場稽查紀錄表(GHP),A3,輔導改善,A106090800226-00001-1-GHP,13:33.4,24:27.6,NULL
A106090800227,1,民眾檢舉,,雲南婆婆,餐飲業,一般餐廳,新店區,光明街185號,,20170912,食品現場稽查紀錄表(GHP),A3,輔導改善,A106090800227-00001-1-GHP,17:27.3,24:27.6,NULL
A106090800227,2,民眾檢舉,,無市招攤商,餐飲業,一般餐廳,新店區,光明街185號,,20170912,食品現場稽查紀錄表(GHP),A3,輔導改善,A106090800227-00002-1-GHP,17:27.7,24:27.6,NULL
A106090800229,1,民眾檢舉,,牛肉麵大餛飩,餐飲業,一般餐廳,中和區,連城路347巷1弄1號,,20170913,食品現場稽查紀錄表(GHP),A3,輔導改善,A106090800229-00001-1-GHP,17:28.2,24:27.6,NULL
A106090800230,1,民眾檢舉,,東瀛池上飯包,餐飲業,自助餐飲業,三重區,自強路1段147之1號,,20170911,食品現場稽查紀錄表(GHP),A3,輔導改善,A106090800230-00001-1-GHP,13:33.7,24:27.6,NULL
A106091100250,1,民眾檢舉,,冠霖小吃坊,餐飲業,一般餐廳,淡水區,中山路187號,門前攤山,20170914,食品現場稽查紀錄表(GHP),B1,不合格,A106091100250-00001-1-GHP,14:45.6,24:27.6,NULL
A106091100250,2,民眾檢舉,,冠霖小吃坊,餐飲業,一般餐廳,淡水區,中山路187號,門前攤山,20170922,食品現場稽查紀錄表(GHP),A2,複查合格,A106091100250-00002-1-GHP,17:28.6,24:27.6,NULL
A106091100254,1,民眾檢舉,,小潘蛋糕坊,其他一般食品製造業,烘焙食品,板橋區,中正路135巷11之1號,,20170913,食品現場稽查紀錄表(GHP),B1,不合格,A106091100254-00001-1-GHP,15:18.2,24:27.6,NULL
A106091100254,2,民眾檢舉,,小潘蛋糕坊,其他一般食品製造業,烘焙食品,板橋區,中正路135巷11之1號,,20170929,食品現場稽查紀錄表(GHP),A2,複查合格,A106091100254-00002-1-GHP,13:25.3,24:27.6,NULL
A106091200291,1,調查及追蹤,,三福自助餐,餐飲業,自助餐飲業,中和區,立德街73號1樓,,20170912,食品現場稽查紀錄表(GHP),B1,不合格,A106091200291-00001-1-GHP,14:16.5,24:27.6,NULL
A106091200291,2,調查及追蹤,,三福自助餐,餐飲業,自助餐飲業,中和區,立德街73號1樓,,20170927,食品現場稽查紀錄表(GHP),B2,複查不合格,A106091200291-00002-1-GHP,14:03.9,24:27.6,NULL
A106091200295,1,調查及追蹤,,爭鮮迴轉壽司,餐飲業,一般餐廳,淡水區,中山北路2段383號,,20170912,食品現場稽查紀錄表(GHP),B1,不合格,A106091200295-00001-1-GHP,14:16.8,24:27.6,NULL
A106091200295,2,調查及追蹤,,喜鍋屋,餐飲業,一般餐廳,淡水區,新市一路2段115號,,20170912,食品現場稽查紀錄表(GHP),B1,不合格,A106091200295-00002-1-GHP,14:17.1,24:27.6,NULL
A106091200295,3,調查及追蹤,,喜鍋屋,餐飲業,一般餐廳,淡水區,新市一路2段115號,,20170922,食品現場稽查紀錄表(GHP),A2,複查合格,A106091200295-00003-1-GHP,14:17.4,24:27.6,NULL
A106091200295,4,調查及追蹤,,爭鮮迴轉壽司,餐飲業,一般餐廳,淡水區,中山北路2段383號,,20170920,食品現場稽查紀錄表(GHP),A2,複查合格,A106091200295-00004-1-GHP,14:17.8,24:27.6,NULL
A106091200304,1,民眾檢舉,,阿亮香雞排,餐飲業,攤販業,八里區,訊塘路46號,前攤商,20170914,食品現場稽查紀錄表(GHP),A3,輔導改善,A106091200304-00001-1-GHP,05:37.8,24:27.6,NULL
A106091200305,1,民眾檢舉,,鄉楓超商,食品販賣業,雜貨,樹林區,保安街2段47號,,20170908,食品現場稽查紀錄表(GHP),A3,輔導改善,A106091200305-00001-1-GHP,17:28.9,24:27.6,NULL
A106091200307,6,專案,FDA-106年度市售薯條稽查專案,摩斯漢堡(蘆洲長榮店),餐飲業,速食業,蘆洲區,長榮路21號,,20170914,食品現場稽查紀錄表(GHP),A3,輔導改善,A106091200307-00006-1-GHP,05:49.6,24:27.6,NULL
A106091200307,7,專案,FDA-106年度市售薯條稽查專案,家福股份有限公司淡新分公司,食品販賣業,一般超市,淡水區,中山北路2段383號,,20170915,食品現場稽查紀錄表(GHP),A3,輔導改善,A106091200307-00007-1-GHP,05:49.9,24:27.6,NULL
